;NUM_ART;variable;value;QTE_VTE;Standard_CPQ;score;score_cum;flag_alerte;flag_inv;flag_stk;score_cum_before;flag_inv_before;flag_inv_period
179;663110;2020-02-16;0.21577333333333334;0.0;2.0;0.10788666666666667;0.10788666666666667;0;;0.0;0;;
180;663145;2020-02-16;0.52273;0.0;3.0;0.17424333333333333;0.17424333333333333;1;;;0;;
181;663152;2020-02-16;0.3198566666666667;0.0;17.0;0.01881509803921569;0.01881509803921569;1;;;0;;
182;666393;2020-02-16;0.24523333333333333;0.0;15.0;0.01634888888888889;0.01634888888888889;1;;;0;;
183;682031;2020-02-16;0.09020833333333333;0.0;1.0;0.09020833333333333;0.09020833333333333;1;;;0;;
184;694456;2020-02-16;0.18266333333333332;0.0;4.0;0.04566583333333333;0.04566583333333333;1;;;0;;
185;695513;2020-02-16;0.15571166666666666;0.0;6.0;0.025951944444444444;0.025951944444444444;1;;;0;;
186;695520;2020-02-16;0.040043333333333334;0.0;1.0;0.040043333333333334;0.040043333333333334;1;;;0;;
187;695534;2020-02-16;0.039025;0.0;1.0;0.039025;0.039025;1;;;0;;
188;698173;2020-02-16;0.0;0.0;4.0;0.0;0.0;0;;;0;;
189;698894;2020-02-16;0.015031666666666665;0.0;1.0;0.015031666666666665;0.015031666666666665;1;;;0;;
190;698901;2020-02-16;0.017176666666666663;0.0;1.0;0.017176666666666663;0.017176666666666663;1;;;0;;
191;700063;2020-02-16;0.095505;0.0;2.0;0.0477525;0.0477525;1;;;0;;
192;708561;2020-02-16;0.026263333333333333;0.0;1.0;0.026263333333333333;0.026263333333333333;1;;;0;;
193;709142;2020-02-16;0.10712333333333333;0.0;1.0;0.10712333333333333;0.10712333333333333;1;;;0;;
194;709156;2020-02-16;0.045761666666666666;0.0;1.0;0.045761666666666666;0.045761666666666666;1;;;0;;
195;713405;2020-02-16;0.03481666666666667;0.0;1.0;0.03481666666666667;0.03481666666666667;1;;;0;;
196;720916;2020-02-16;0.06752666666666667;0.0;2.0;0.03376333333333333;0.03376333333333333;1;;;0;;
197;742560;2020-02-16;0.306805;0.0;10.0;0.0306805;0.0306805;1;;;0;;
198;742574;2020-02-16;0.29927666666666664;0.0;15.0;0.019951777777777777;0.019951777777777777;1;;;0;;
199;746186;2020-02-16;0.3327333333333333;0.0;2.0;0.16636666666666666;0.16636666666666666;1;;;0;;
200;747383;2020-02-16;0.5387099999999999;1.0;2.0;-1.053197116025;0.0;0;;;0;;
201;747453;2020-02-16;0.73306;0.0;2.0;0.36653;0.36653;1;;;0;;
202;748440;2020-02-16;0.027331666666666667;0.0;1.0;0.027331666666666667;0.027331666666666667;1;;;0;;
203;756016;2020-02-16;0.23464;1.0;1.0;-1.5857759296;0.0;0;;;0;;
204;756018;2020-02-16;0.08855;1.0;2.0;-1.207685275625;0.0;0;;;0;;
205;771060;2020-02-16;0.11875666666666666;0.0;6.0;0.019792777777777777;0.019792777777777777;1;;;0;;
206;771253;2020-02-16;0.0;0.0;21.0;0.0;0.0;0;;;0;;
207;771260;2020-02-16;0.0;0.0;15.0;0.0;0.0;0;;;0;;
208;771281;2020-02-16;0.0;0.0;2.0;0.0;0.0;0;;;0;;
209;771295;2020-02-16;0.0;0.0;2.0;0.0;0.0;0;;;0;;
210;771302;2020-02-16;0.05409166666666667;0.0;2.0;0.027045833333333335;0.027045833333333335;1;;;0;;
211;774032;2020-02-16;0.3082066666666667;0.0;2.0;0.15410333333333334;0.15410333333333334;1;;;0;;
212;774053;2020-02-16;0.25353;1.0;5.0;-1.022288698436;0.0;0;;;0;;
213;774081;2020-02-16;0.021455;0.0;4.0;0.00536375;0.00536375;1;;;0;;
214;774235;2020-02-16;0.08597166666666667;0.0;2.0;0.042985833333333334;0.042985833333333334;1;;;0;;
215;774256;2020-02-16;0.2936583333333333;0.0;3.0;0.0978861111111111;0.0978861111111111;1;;;0;;
216;774333;2020-02-16;0.06771166666666666;0.0;3.0;0.022570555555555552;0.022570555555555552;1;;;0;;
217;774354;2020-02-16;0.0;0.0;1.0;0.0;0.0;0;;;0;;
218;774382;2020-02-16;0.07298833333333334;0.0;3.0;0.024329444444444445;0.024329444444444445;1;;;0;;
219;784924;2020-02-16;0.47105833333333336;0.0;67.0;0.007030721393034826;0.007030721393034826;1;;;0;;
220;788081;2020-02-16;0.03605166666666667;5.0;2.0;-7.1601957640006955;0.0;0;;;0;;
221;788326;2020-02-16;0.04608;0.0;3.0;0.01536;0.01536;1;;;0;;
222;791840;2020-02-16;1.9496466666666665;3.0;2.0;-1.2758105312111112;0.0;0;;;0;;
223;791882;2020-02-16;0.7086483333333334;1.0;2.0;-1.0212214484173612;0.0;0;;;0;;
224;792442;2020-02-16;0.0;0.0;11.0;0.0;0.0;0;;;0;;
225;792470;2020-02-16;0.0;0.0;9.0;0.0;0.0;0;;;0;;
226;792484;2020-02-16;0.0;0.0;7.0;0.0;0.0;0;;;0;;
227;797741;2020-02-16;0.13958333333333334;0.0;2.0;0.06979166666666667;0.06979166666666667;1;;;0;;
